Source Artifact Id,Target Artifact Id,Probability,Is correct
AC,CCHIT0781,0.0125395745961109,0
AC,CCHIT0530,0.0124755700399555,0
AC,CCHIT0327,0.0124287287652182,0
AC,CCHIT0888,0.0123776001926956,0
AC,CCHIT0706,0.0123560452994761,0
AC,CCHIT0366,0.0123116795487052,0
AC,CCHIT0128,0.0122681530693913,0
AC,CCHIT0194,0.0122509981013654,0
AC,CCHIT0777,0.012051159555495,0
AC,CCHIT0808,0.0120504429455622,0
AC,CCHIT0695,0.0119995898902129,0
AC,CCHIT0576,0.0119714226466459,0
AC,CCHIT0582,0.0118831107973346,0
AC,CCHIT0393,0.0118036787226002,1
AC,CCHIT1035,0.0117646069769924,0
AC,CCHIT0020,0.0112763692448657,0
AC,CCHIT1000,0.0112051721307268,0
AC,CCHIT0303,0.0111968946483238,0
AC,CCHIT0474,0.0110534535881743,0
AC,CCHIT0786,0.0110160570978019,0
AC,CCHIT0971,0.0109058391377134,0
AC,CCHIT0824,0.0107329024818822,0
AC,CCHIT0510,0.0105706821613229,0
AC,CCHIT0404,0.0105006228251158,0
AC,CCHIT0362,0.0102972094489643,0
AC,CCHIT0229,0.0102889304791635,0
AC,CCHIT0959,0.0102726668033383,0
AC,CCHIT1037,0.0100171009640366,0
AC,CCHIT0077,0.0099427779295548,0
AC,CCHIT0051,0.00976363140517553,0
AC,CCHIT0096,0.00974973357987937,0
AC,CCHIT0616,0.00972132954377864,0
AC,CCHIT0690,0.00958987792260513,0
AC,CCHIT0199,0.00950653376095151,0
AC,CCHIT0570,0.00942956811946993,0
AC,CCHIT0930,0.0093663949000899,0
AC,CCHIT0435,0.00930702440137463,0
AC,CCHIT0572,0.00924717235757222,0
AC,CCHIT0839,0.00902105819895063,0
AC,CCHIT0838,0.00902105819895063,0
AC,CCHIT0106,0.00898980215820896,0
AC,CCHIT0275,0.00895784960775054,0
AC,CCHIT0379,0.00893708804592042,0
AC,CCHIT1058,0.00891994131229489,0
AC,CCHIT0703,0.00889157575852168,0
AC,CCHIT0453,0.00873183132340279,0
AC,CCHIT0809,0.00872459083492585,0
AC,CCHIT0040,0.00866988262031518,0
AC,CCHIT0120,0.00864580266336538,0
AC,CCHIT0680,0.00842625930433767,0
AC,CCHIT0039,0.00841501923270278,0
AC,CCHIT0698,0.00832814526861223,0
AC,CCHIT0578,0.00831210200732226,0
AC,CCHIT0532,0.00830439656210151,0
AC,CCHIT1006,0.00827995192227789,0
AC,CCHIT0938,0.00819550650424368,0
AC,CCHIT0029,0.00815165149484577,0
AC,CCHIT0920,0.00811039932357652,0
AC,CCHIT0825,0.00806643526435862,0
AC,CCHIT0699,0.00801175565142764,0
AC,CCHIT0810,0.00784732185028615,0
AC,CCHIT0553,0.00779680970191864,0
AC,CCHIT0752,0.00778855822328747,0
AC,CCHIT0566,0.00769675323224176,0
AC,CCHIT0817,0.00767567852195897,0
AC,CCHIT0738,0.00763277150927089,0
AC,CCHIT0196,0.00760823931048058,0
AC,CCHIT0689,0.00754221821058799,0
AC,CCHIT0775,0.00752999661011465,0
AC,CCHIT0811,0.00752583870078151,0
AC,CCHIT0587,0.00751717885370302,0
AC,CCHIT0988,0.00737490904432901,0
AC,CCHIT0574,0.0073693834839472,0
AC,CCHIT0581,0.00727420928534428,0
AC,CCHIT0710,0.00713807887542955,0
AC,CCHIT0556,0.00708757318092653,0
AC,CCHIT0506,0.00706749905372141,0
AC,CCHIT0447,0.00695934812712963,0
AC,CCHIT0276,0.00691738154538565,0
AC,CCHIT0316,0.00690606139711362,0
AC,CCHIT0685,0.00680535666387297,0
AC,CCHIT0188,0.00677708958685922,0
AC,CCHIT0320,0.00676363627477496,0
AC,CCHIT0282,0.00671433113638977,0
AC,CCHIT0724,0.00671400867435745,0
AC,CCHIT0612,0.00659469859143586,0
AC,CCHIT0005,0.00654795415232478,0
AC,CCHIT0311,0.00652968200060158,0
AC,CCHIT0273,0.00645375495689706,0
AC,CCHIT0372,0.00637501359814647,0
AC,CCHIT0693,0.00634649174621537,0
AC,CCHIT1044,0.00624921181102362,0
AC,CCHIT0333,0.00620919435470296,0
AC,CCHIT0772,0.00619031122967039,0
AC,CCHIT0996,0.00616413250728809,0
AC,CCHIT0658,0.00613925167663998,0
AC,CCHIT0522,0.00607824217324543,0
AC,CCHIT0921,0.00600865032054452,0
AC,CCHIT0281,0.00599558139265895,0
AC,CCHIT1059,0.00598826567262137,0
AC,CCHIT0813,0.00593966089967835,0
AC,CCHIT0519,0.0059376846889655,0
AC,CCHIT0575,0.00582197533027511,0
AC,CCHIT0770,0.00579129712653731,0
AC,CCHIT0193,0.00571505429907765,0
AC,CCHIT0539,0.00570655313423543,0
AC,CCHIT0755,0.00570634208211619,0
AC,CCHIT0355,0.00569449997902681,0
AC,CCHIT0114,0.00566257322059826,0
AC,CCHIT0856,0.00566184400117997,0
AC,CCHIT0531,0.0056404106118402,0
AC,CCHIT0987,0.00559655660582066,0
AC,CCHIT1048,0.00559399168795064,0
AC,CCHIT0377,0.0055708484894206,0
AC,CCHIT0849,0.00555736408319135,0
AC,CCHIT0589,0.0055492415011744,0
AC,CCHIT0665,0.00554117759522542,0
AC,CCHIT0004,0.00551113679675851,0
AC,CCHIT0116,0.00545846266943186,0
AC,CCHIT0113,0.00536209762203564,0
AC,CCHIT0307,0.00535985202833405,0
AC,CCHIT0468,0.0053480218856431,0
AC,CCHIT0656,0.00533046888761883,0
AC,CCHIT0112,0.00531166471211419,0
AC,CCHIT0816,0.00523891376101423,0
AC,CCHIT0345,0.00514953174178024,0
AC,CCHIT1046,0.005128681278161,0
AC,CCHIT0100,0.00510387486500836,0
AC,CCHIT0526,0.0051034760549336,0
AC,CCHIT0115,0.00496186488548266,0
AC,CCHIT0498,0.00493951018292411,0
AC,CCHIT0405,0.00492678550471579,0
AC,CCHIT0850,0.00491812396076935,0
AC,CCHIT0336,0.00480085748342229,0
AC,CCHIT0654,0.00478747343010221,0
AC,CCHIT0771,0.00474545568387681,0
AC,CCHIT0557,0.00474303940663616,0
AC,CCHIT0111,0.0046932738449495,0
AC,CCHIT0328,0.00464631081498403,0
AC,CCHIT0919,0.00463137199346208,0
AC,CCHIT0815,0.00461971770691874,0
AC,CCHIT0806,0.00459868413499364,0
AC,CCHIT0700,0.00450831995013939,0
AC,CCHIT0934,0.0044820622351566,0
AC,CCHIT0306,0.00438914160950323,0
AC,CCHIT0653,0.00430890417125296,0
AC,CCHIT0145,0.00429336346948274,0
AC,CCHIT0635,0.00425105025543104,0
AC,CCHIT0627,0.00424780193422826,0
AC,CCHIT0848,0.00423859969839938,0
AC,CCHIT0911,0.00421110211516122,0
AC,CCHIT0681,0.00420476127816428,0
AC,CCHIT0266,0.00419378661927264,0
AC,CCHIT0310,0.00418133206745152,0
AC,CCHIT0906,0.00417271408696276,0
AC,CCHIT0958,0.00416671328831515,0
AC,CCHIT0788,0.00416376493806483,0
AC,CCHIT0807,0.00416261889522743,0
AC,CCHIT0514,0.00414413255918076,0
AC,CCHIT0793,0.00410344366964819,0
AC,CCHIT0750,0.00405364968786968,0
AC,CCHIT0157,0.00397486098889862,0
AC,CCHIT0299,0.00396992788823123,0
AC,CCHIT0803,0.00394945703265168,0
AC,CCHIT0158,0.00392133071320836,0
AC,CCHIT0601,0.00391932455569329,0
AC,CCHIT0912,0.00386747911473956,0
AC,CCHIT0790,0.00385549919463804,0
AC,CCHIT0052,0.00384914680774397,0
AC,CCHIT0033,0.00370176473973927,0
AC,CCHIT0326,0.00364963181446217,0
AC,CCHIT0634,0.00358852873426657,0
AC,CCHIT0141,0.00357901781563717,0
AC,CCHIT0348,0.00357352303615995,0
AC,CCHIT0737,0.00355425253688207,0
AC,CCHIT0397,0.00339096277808745,0
AC,CCHIT0814,0.00337009392608468,0
AC,CCHIT0846,0.00331048291338341,0
AC,CCHIT0022,0.00330441112227591,0
AC,CCHIT0730,0.00325250877794895,0
AC,CCHIT0847,0.00324596774409535,0
AC,CCHIT0851,0.00323516308839132,0
AC,CCHIT0300,0.00320800138972562,0
AC,CCHIT0324,0.0031903544091464,0
AC,CCHIT0469,0.00317581858961263,0
AC,CCHIT0318,0.00315858743790953,0
AC,CCHIT0860,0.0030923318689966,0
AC,CCHIT0858,0.00305192317892779,0
AC,CCHIT0341,0.00296253797769919,0
AC,CCHIT0812,0.00289019486914226,0
AC,CCHIT0547,0.00288825736757672,0
AC,CCHIT0602,0.00284704082818698,0
AC,CCHIT0432,0.00283439839930971,0
AC,CCHIT0279,0.00280473571832061,0
AC,CCHIT0347,0.00278204306365292,0
AC,CCHIT0533,0.00277431050512907,0
AC,CCHIT0009,0.00270109958397129,0
AC,CCHIT0723,0.00265991849235172,0
AC,CCHIT0354,0.00265886951731656,0
AC,CCHIT0600,0.0024711976349236,0
AC,CCHIT0931,0.00246016496440231,0
AC,CCHIT0640,0.00241178331095137,0
AC,CCHIT0657,0.00240092492948017,0
AC,CCHIT0542,0.00239864024439978,0
AC,CCHIT0155,0.0023317062203651,0
AC,CCHIT0764,0.00231388822001311,0
AC,CCHIT0153,0.00230657971499188,0
AC,CCHIT0156,0.00230034430458702,0
AC,CCHIT0154,0.00227588562166122,0
AC,CCHIT0529,0.00224831976538028,0
AC,CCHIT0628,0.0021854770136068,0
AC,CCHIT0191,0.00201418919176808,0
AC,CCHIT0393b,0.00187281001662856,0
AC,CCHIT0624,0.00186133139318693,0
AC,CCHIT0491,0.00184571503577709,0
AC,CCHIT0396,0.00176304808286039,0
AC,CCHIT0753,0.00173900670013652,0
AC,CCHIT0564,0.00172307127159856,0
AC,CCHIT0754,0.00164876428619978,0
AC,CCHIT1001,0.00164054161714065,0
AC,CCHIT0791,0.00135754368358433,0
AC,CCHIT0312,0.00135511455495566,0
AC,CCHIT0534,0.00129298912900593,0
AC,CCHIT0746,0.00126266657857951,0
AC,CCHIT0334,0.00104138645001502,0
AC,CCHIT0403,0.000748065740208278,0
AC,CCHIT0714,0.000724564060846757,0
AC,CCHIT0305,0.000569697635352071,0
AC,CCHIT0668,0.0005340869512096,0
AC,CCHIT0369,0.00032944268616415,0
AC,CCHIT0568,0.000310787629300791,0
AUD,CCHIT0766,0.0566609128886738,0
AUD,CCHIT0666,0.051596074611262,0
AUD,CCHIT0588,0.0482850435318956,0
AUD,CCHIT0016,0.0474771316937884,0
AUD,CCHIT0030,0.0471681332692087,0
AUD,CCHIT0620,0.0423667740597859,0
AUD,CCHIT0821,0.0395287642689893,0
AUD,CCHIT0820,0.0395287642689893,0
AUD,CCHIT0476,0.0379745370483457,0
AUD,CCHIT0325,0.0348075265900055,0
AUD,CCHIT0427,0.0347708756587832,0
AUD,CCHIT0563,0.0347517626741354,0
AUD,CCHIT0617,0.0342872057742364,0
AUD,CCHIT0702,0.0341400206555947,0
AUD,CCHIT0178,0.0337917462466025,0
AUD,CCHIT0584,0.0337445628317216,1
AUD,CCHIT0269,0.0322760458898771,0
AUD,CCHIT0200,0.0320454936572913,0
AUD,CCHIT0701,0.0314003107772627,0
AUD,CCHIT0840,0.0303687674557043,0
AUD,CCHIT0359,0.0296776192209063,0
AUD,CCHIT0446,0.0296315613765411,0
AUD,CCHIT0172,0.0290238409364036,0
AUD,CCHIT0507,0.0281622916959467,0
AUD,CCHIT0216,0.0280661795036787,0
AUD,CCHIT0321,0.0273430097786158,0
AUD,CCHIT0036,0.0265161010168202,0
AUD,CCHIT0999,0.026223343178813,0
AUD,CCHIT0484,0.0261997640645357,0
AUD,CCHIT0218,0.0258131638489801,0
AUD,CCHIT0199,0.0257119976453359,0
AUD,CCHIT0937,0.0252645304911979,0
AUD,CCHIT0098,0.0251625891162662,0
AUD,CCHIT0785,0.0250742805807795,0
AUD,CCHIT0697,0.0248448335374094,0
AUD,CCHIT0961,0.0247432848408377,0
AUD,CCHIT0706,0.0246896019978508,0
AUD,CCHIT0254,0.0246630882958602,0
AUD,CCHIT0708,0.0245673050551513,0
AUD,CCHIT1020,0.0241020090022378,0
AUD,CCHIT0368,0.0240230527484735,0
AUD,CCHIT0943,0.0235721142155263,0
AUD,CCHIT0285,0.0233983004498682,0
AUD,CCHIT0622,0.0232841292758543,0
AUD,CCHIT0277,0.0227894782192606,0
AUD,CCHIT0188,0.022728691792121,1
AUD,CCHIT0119,0.0223043110855948,0
AUD,CCHIT0819,0.0221087447823122,0
AUD,CCHIT0570,0.0219610315433898,1
AUD,CCHIT1039,0.0218000565147003,1
AUD,CCHIT1025,0.0216781126401189,0
AUD,CCHIT0720,0.0215766526257696,0
AUD,CCHIT0895,0.0213870112065129,0
AUD,CCHIT0713,0.02133640520091,0
AUD,CCHIT0213,0.0211641426223843,0
AUD,CCHIT0287,0.0206786325623408,0
AUD,CCHIT0014,0.0202604233630395,0
AUD,CCHIT0500,0.0199330193119535,0
AUD,CCHIT0621,0.0198788593917186,0
AUD,CCHIT0957,0.0198418310437187,0
AUD,CCHIT0776,0.0196141351553304,0
AUD,CCHIT0058,0.0194408938518462,1
AUD,CCHIT0160,0.019384203202539,0
AUD,CCHIT0505,0.0192083080905106,0
AUD,CCHIT0659,0.0189700189570522,0
AUD,CCHIT0524,0.0187786599163139,0
AUD,CCHIT0960,0.0187703571016095,0
AUD,CCHIT0678,0.0187090721561864,0
AUD,CCHIT0528,0.0186988308467531,0
AUD,CCHIT0431,0.0185671585357127,0
AUD,CCHIT0576,0.0185312796490624,0
AUD,CCHIT0523,0.0183238083706276,0
AUD,CCHIT0556,0.0179462074339681,1
AUD,CCHIT0319,0.0179435552796523,0
AUD,CCHIT0625,0.0174978240038474,0
AUD,CCHIT0792,0.0173040016153142,0
AUD,CCHIT0583,0.0172855992509085,1
AUD,CCHIT0581,0.0171999367760946,0
AUD,CCHIT0773,0.0170419790469044,0
AUD,CCHIT0639,0.0169587786683746,0
AUD,CCHIT0411,0.0168090610142204,0
AUD,CCHIT0896,0.0166919218830142,0
AUD,CCHIT0692,0.0166314197060494,1
AUD,CCHIT0623,0.0164215531163567,0
AUD,CCHIT0327,0.0161507947853962,0
AUD,CCHIT0021,0.0161436841256311,0
AUD,CCHIT0854,0.0159837515311258,0
AUD,CCHIT0128,0.0159421310387,0
AUD,CCHIT0357,0.0158937523197733,0
AUD,CCHIT0224,0.0156967240530636,0
AUD,CCHIT0106,0.0156774323537558,0
AUD,CCHIT0777,0.0156601538728204,0
AUD,CCHIT0722,0.0154356374573352,0
AUD,CCHIT0392,0.0151820101588829,0
AUD,CCHIT0231,0.015062837923296,0
AUD,CCHIT0004,0.0149057837382777,0
AUD,CCHIT0362,0.0147624977723285,0
AUD,CCHIT0504,0.0145426938256858,0
AUD,CCHIT0787,0.0145237432222473,0
AUD,CCHIT0949,0.0144936903995772,0
AUD,CCHIT0474,0.0143636621206264,0
AUD,CCHIT0739,0.0143192173662781,0
AUD,CCHIT0971,0.014171841159546,0
AUD,CCHIT0590,0.014160755701615,0
AUD,CCHIT0506,0.0141496231676457,0
AUD,CCHIT0618,0.0138213281484605,0
AUD,CCHIT0404,0.0136452735891945,0
AUD,CCHIT0629,0.0135930674669694,0
AUD,CCHIT0614,0.0135869414121066,0
AUD,CCHIT0772,0.0135344464801605,0
AUD,CCHIT0229,0.0133701851467882,0
AUD,CCHIT0959,0.0133490509426655,0
AUD,CCHIT0405,0.0133253087278416,0
AUD,CCHIT0136,0.0132161362512699,0
AUD,CCHIT0866,0.0131966655308896,0
AUD,CCHIT0984,0.0131781800586359,0
AUD,CCHIT0577,0.0131517573418046,0
AUD,CCHIT0687,0.013025292855347,0
AUD,CCHIT0023,0.0127282038315813,0
AUD,CCHIT0051,0.0126875732960347,0
AUD,CCHIT0274,0.0126623753911615,0
AUD,CCHIT0519,0.0126606795511974,1
AUD,CCHIT0159,0.0125909829596902,0
AUD,CCHIT0554,0.012568384276839,0
AUD,CCHIT0011,0.0125342141507993,0
AUD,CCHIT0699,0.0123424086518946,0
AUD,CCHIT0930,0.0121713752683763,0
AUD,CCHIT0435,0.0120942249210503,0
AUD,CCHIT0441,0.0120673478745751,0
AUD,CCHIT0989,0.0118816736695718,0
AUD,CCHIT0113,0.0117236469370057,0
AUD,CCHIT0838,0.011722619623505,0
AUD,CCHIT0839,0.011722619623505,0
AUD,CCHIT0844,0.0116620692723771,1
AUD,CCHIT0970,0.011641969365128,0
AUD,CCHIT0275,0.0116404817794478,0
AUD,CCHIT0432,0.0115897596700441,1
AUD,CCHIT1052,0.0115710893791968,1
AUD,CCHIT1051,0.0113483857855946,1
AUD,CCHIT0167,0.0112938342277802,0
AUD,CCHIT0120,0.0112349852675054,0
AUD,CCHIT1053,0.0112023767217175,1
AUD,CCHIT0012,0.011169120642303,0
AUD,CCHIT0529,0.0111350038720389,1
AUD,CCHIT0730,0.0109081145553264,1
AUD,CCHIT0115,0.0108485813140495,0
AUD,CCHIT1012,0.0108095219950364,0
AUD,CCHIT0019,0.0107957277966336,0
AUD,CCHIT0532,0.0107913373302018,0
AUD,CCHIT0938,0.0106498376634335,0
AUD,CCHIT0138,0.0106360685683226,0
AUD,CCHIT0066,0.010624596309836,0
AUD,CCHIT0029,0.010592849272225,0
AUD,CCHIT0920,0.0105392431983289,0
AUD,CCHIT0567,0.0104712846613303,0
AUD,CCHIT0771,0.0103754259833595,0
AUD,CCHIT0241,0.0102844549796956,1
AUD,CCHIT0111,0.0102613360321446,0
AUD,CCHIT0899,0.0101902092257505,0
AUD,CCHIT0788,0.010188762781801,0
AUD,CCHIT0067,0.0101782660791225,0
AUD,CCHIT0553,0.0101317420192542,0
AUD,CCHIT0562,0.0100702659409783,0
AUD,CCHIT0095,0.0100209842465954,0
AUD,CCHIT0586,0.00996547079851646,0
AUD,CCHIT0366,0.00994745463546468,1
AUD,CCHIT1042,0.00985220239202705,1
AUD,CCHIT0280,0.00983435847166833,0
AUD,CCHIT0775,0.00978502566771206,0
AUD,CCHIT0587,0.00976836934208746,0
AUD,CCHIT0585,0.00975280184418914,0
AUD,CCHIT0018,0.00971907113909242,0
AUD,CCHIT0616,0.00964064474937666,0
AUD,CCHIT0670,0.00951971486616753,0
AUD,CCHIT0356,0.00945738328828673,0
AUD,CCHIT0632,0.00944678695785083,0
AUD,CCHIT0302,0.00930579131811006,1
AUD,CCHIT0377,0.00919619548122012,0
AUD,CCHIT0238,0.00904780123618377,0
AUD,CCHIT0703,0.0088834842091809,0
AUD,CCHIT0320,0.00878916126825902,0
AUD,CCHIT0239,0.00871416447921558,0
AUD,CCHIT0729,0.00866719595578537,0
AUD,CCHIT0782,0.00864008471136509,0
AUD,CCHIT0728,0.00860135517178934,0
AUD,CCHIT0797,0.00859222744129845,0
AUD,CCHIT0093,0.00857332379164354,0
AUD,CCHIT0005,0.00850888821987453,0
AUD,CCHIT0361,0.00846610594267254,0
AUD,CCHIT0266,0.00839625160996333,0
AUD,CCHIT0273,0.00838647892902573,0
AUD,CCHIT0370,0.00838123801321114,0
AUD,CCHIT0906,0.00835406293910447,0
AUD,CCHIT0367,0.00834457730642504,0
AUD,CCHIT0062,0.00833100375593528,0
AUD,CCHIT0641,0.00828570243954562,0
AUD,CCHIT0372,0.00828415667625737,0
AUD,CCHIT0693,0.00824709330588857,0
AUD,CCHIT0793,0.00819941887300383,0
AUD,CCHIT0727,0.00815590120366244,0
AUD,CCHIT0575,0.00813532811207558,0
AUD,CCHIT0695,0.00806579094301818,0
AUD,CCHIT0531,0.00802078589081856,0
AUD,CCHIT0168,0.00800216950355262,0
AUD,CCHIT0796,0.00795036068028375,0
AUD,CCHIT0299,0.00794807090799982,0
AUD,CCHIT0988,0.0079453194923301,0
AUD,CCHIT0397,0.00793378600938482,0
AUD,CCHIT0522,0.00789851028616477,0
AUD,CCHIT0921,0.00780807756750627,0
AUD,CCHIT1059,0.00778158827229366,0
AUD,CCHIT0626,0.00767307252985894,0
AUD,CCHIT0042,0.00766853443968812,0
AUD,CCHIT0190,0.00762837860225063,0
AUD,CCHIT0526,0.00755387175049767,0
AUD,CCHIT0770,0.00752563300711126,0
AUD,CCHIT1011,0.00750354314236898,0
AUD,CCHIT0276,0.00745240464635962,0
AUD,CCHIT0230,0.00738295725437249,0
AUD,CCHIT0373,0.00736674184578551,1
AUD,CCHIT0077,0.00736375659962279,0
AUD,CCHIT1058,0.00734650724460597,0
AUD,CCHIT0137,0.00731409060507518,0
AUD,CCHIT0009,0.00730557192445467,0
AUD,CCHIT0308,0.00730422812713597,0
AUD,CCHIT0630,0.00727359531218628,0
AUD,CCHIT0987,0.00727257300025861,0
AUD,CCHIT1048,0.00726923995929018,0
AUD,CCHIT0849,0.00722164338371735,0
AUD,CCHIT0936,0.00721348660678233,0
AUD,CCHIT0665,0.00720060948311718,0
AUD,CCHIT0679,0.00718307380164911,1
AUD,CCHIT0114,0.00718138091180446,0
AUD,CCHIT0856,0.00718045610214514,0
AUD,CCHIT0179,0.0071507460083918,0
AUD,CCHIT1013,0.00712442111485163,0
AUD,CCHIT0543,0.00705042609675766,0
AUD,CCHIT0234,0.0069550173733609,0
AUD,CCHIT0468,0.00694960889520332,0
AUD,CCHIT0907,0.00694059701051991,0
AUD,CCHIT0116,0.00692252410608365,0
